Record_ID,Date,Time,Zone,Area,Mobility_Demand,Trip_Count,Weather_Condition,Available_Vehicles,Delay_Minutes,Mode_of_Transportation,Latitude,Longitude,Possible_Reason
956,2025-11-15,14:30:00,South,Jayanagar,45.9,35,Sunny,90,0.8,Metro,12.9308,77.5838,Normal afternoon demand under sunny conditions
957,2025-11-15,19:15:00,South,HSR Layout,92.8,85,Foggy,65,2.3,Bike,12.9121,77.6446,Evening demand slightly reduced due to foggy conditions
958,2025-11-16,08:15:00,South,Koramangala,102.4,94,Cloudy,52,3.5,Bike,12.9352,77.6245,Typical morning peak-hour commuter demand
959,2025-11-16,14:30:00,South,Koramangala,54.1,42,Rainy,80,1.3,Bus,12.9352,77.6245,Afternoon travel demand increased due to rainy weather
960,2025-11-16,19:15:00,Central,MG Road,135.2,107,Sunny,34,6.4,Car,12.9758,77.6045,Typical evening peak-hour commuter demand
961,2025-11-17,08:15:00,South,Jayanagar,94.6,80,Rainy,63,2.9,Bike,12.9308,77.5838,Morning travel demand increased due to rainy weather
962,2025-11-17,14:30:00,West,Rajajinagar,36.2,30,Sunny,94,0.6,Bus,12.9915,77.5525,Normal afternoon demand under sunny conditions
963,2025-11-17,19:15:00,South,HSR Layout,100.5,80,Sunny,53,2.7,Bike,12.9121,77.6446,Typical evening peak-hour commuter demand
964,2025-11-18,08:15:00,Central,MG Road,132.7,117,Rainy,27,7.1,Bus,12.9758,77.6045,Morning travel demand increased due to rainy weather
965,2025-11-18,14:30:00,North,Yelahanka,37.2,34,Sunny,95,0.7,Car,13.1007,77.5963,Normal afternoon demand under sunny conditions
966,2025-11-18,19:15:00,East,Whitefield,121.2,108,Sunny,31,7.6,Car,12.9698,77.75,Typical evening peak-hour commuter demand
967,2025-11-19,08:15:00,North,Hebbal,93.0,82,Rainy,64,2.9,Scooter,13.0358,77.597,Morning travel demand increased due to rainy weather
968,2025-11-19,14:30:00,Central,Shivajinagar,64.6,51,Cloudy,75,1.3,Bus,12.9857,77.6058,Normal afternoon demand under cloudy conditions
969,2025-11-19,19:15:00,South,Koramangala,104.3,81,Sunny,45,4.6,Bike,12.9352,77.6245,Typical evening peak-hour commuter demand
970,2025-11-20,08:15:00,West,Vijayanagar,74.8,64,Rainy,68,1.9,Bus,12.9719,77.529,Morning travel demand increased due to rainy weather
971,2025-11-20,14:30:00,West,Nagarbhavi,34.7,27,Sunny,97,0.5,Car,12.9587,77.5041,Normal afternoon demand under sunny conditions
972,2025-11-20,19:15:00,East,Indiranagar,125.6,100,Cloudy,40,6.2,Metro,12.9719,77.6412,Typical evening peak-hour commuter demand
973,2025-11-21,08:15:00,South,Koramangala,107.2,90,Rainy,54,3.0,Bus,12.9352,77.6245,Morning travel demand increased due to rainy weather
974,2025-11-21,14:30:00,South,HSR Layout,50.5,47,Windy,88,0.9,Bus,12.9121,77.6446,Afternoon demand slightly reduced due to windy conditions
975,2025-11-21,19:15:00,West,Nagarbhavi,76.4,68,Rainy,66,2.3,Bus,12.9587,77.5041,Evening travel demand increased due to rainy weather
976,2025-11-22,08:15:00,West,Nagarbhavi,63.4,54,Cloudy,81,1.5,Metro,12.9587,77.5041,Typical morning peak-hour commuter demand
977,2025-11-22,14:30:00,West,Vijayanagar,34.8,30,Sunny,100,0.7,Metro,12.9719,77.529,Normal afternoon demand under sunny conditions
978,2025-11-22,19:15:00,South,HSR Layout,101.3,87,Cloudy,50,3.9,Bike,12.9121,77.6446,Typical evening peak-hour commuter demand
979,2025-11-23,08:15:00,East,Whitefield,119.5,95,Rainy,47,4.9,Scooter,12.9698,77.75,Morning travel demand increased due to rainy weather
980,2025-11-23,14:30:00,West,Nagarbhavi,35.6,33,Cloudy,96,0.7,Bike,12.9587,77.5041,Normal afternoon demand under cloudy conditions
981,2025-11-23,19:15:00,Central,Richmond Town,122.0,115,Sunny,48,3.8,Bus,12.9634,77.6041,Typical evening peak-hour commuter demand
982,2025-11-24,08:15:00,West,Rajajinagar,63.1,55,Sunny,76,1.6,Bike,12.9915,77.5525,Typical morning peak-hour commuter demand
983,2025-11-24,14:30:00,Central,MG Road,57.0,45,Windy,89,1.1,Scooter,12.9758,77.6045,Afternoon demand slightly reduced due to windy conditions
984,2025-11-24,19:15:00,South,Jayanagar,115.2,91,Rainy,42,4.2,Bike,12.9308,77.5838,Evening travel demand increased due to rainy weather
985,2025-11-25,08:15:00,East,Marathahalli,132.6,114,Cloudy,43,5.1,Scooter,12.9591,77.6974,Typical morning peak-hour commuter demand
986,2025-11-25,14:30:00,North,Malleshwaram,42.4,35,Windy,92,0.8,Bus,13.0035,77.5709,Afternoon demand slightly reduced due to windy conditions
987,2025-11-25,19:15:00,East,Indiranagar,114.2,95,Sunny,47,3.6,Metro,12.9719,77.6412,Typical evening peak-hour commuter demand
988,2025-11-26,08:15:00,Central,Shivajinagar,115.6,108,Cloudy,43,4.4,Metro,12.9857,77.6058,Typical morning peak-hour commuter demand
989,2025-11-26,14:30:00,West,Rajajinagar,33.8,29,Windy,95,0.7,Bus,12.9915,77.5525,Afternoon demand slightly reduced due to windy conditions
990,2025-11-26,19:15:00,East,Whitefield,108.0,96,Sunny,50,3.9,Bus,12.9698,77.75,Typical evening peak-hour commuter demand
991,2025-11-27,08:15:00,Central,Shivajinagar,117.3,94,Sunny,40,5.4,Metro,12.9857,77.6058,Typical morning peak-hour commuter demand
992,2025-11-27,14:30:00,East,Whitefield,64.9,58,Rainy,81,1.5,Bus,12.9698,77.75,Afternoon travel demand increased due to rainy weather
993,2025-11-27,19:15:00,North,Yelahanka,89.9,72,Cloudy,57,3.1,Car,13.1007,77.5963,Typical evening peak-hour commuter demand
994,2025-11-28,08:15:00,East,Indiranagar,122.5,116,Cloudy,39,4.6,Bike,12.9719,77.6412,Typical morning peak-hour commuter demand
995,2025-11-28,14:30:00,West,Rajajinagar,35.4,29,Cloudy,95,0.6,Car,12.9915,77.5525,Normal afternoon demand under cloudy conditions
996,2025-11-28,19:15:00,North,Malleshwaram,108.7,101,Rainy,55,3.5,Bike,13.0035,77.5709,Evening travel demand increased due to rainy weather
997,2025-11-29,08:15:00,East,Whitefield,110.7,102,Sunny,56,3.8,Bike,12.9698,77.75,Typical morning peak-hour commuter demand
998,2025-11-29,14:30:00,West,Nagarbhavi,34.3,28,Cloudy,97,0.7,Scooter,12.9587,77.5041,Normal afternoon demand under cloudy conditions
999,2025-11-29,19:15:00,East,Indiranagar,120.8,92,Windy,31,5.6,Bus,12.9719,77.6412,Evening demand slightly reduced due to windy conditions
1000,2025-11-30,08:15:00,South,Jayanagar,96.7,75,Cloudy,63,2.8,Bike,12.9308,77.5838,Typical morning peak-hour commuter demand
1001,2025-11-30,14:30:00,Central,MG Road,74.8,59,Rainy,74,2.0,Metro,12.9758,77.6045,Afternoon travel demand increased due to rainy weather
1002,2025-11-30,19:15:00,South,HSR Layout,97.0,79,Sunny,47,3.3,Bike,12.9121,77.6446,Typical evening peak-hour commuter demand
1003,2025-12-01,08:15:00,Central,MG Road,117.1,111,Sunny,39,4.3,Metro,12.9758,77.6045,Typical morning peak-hour commuter demand
1004,2025-12-01,14:30:00,South,HSR Layout,47.0,41,Sunny,89,1.0,Car,12.9121,77.6446,Normal afternoon demand under sunny conditions
1005,2025-12-01,19:15:00,Central,Richmond Town,120.0,96,Foggy,34,5.0,Metro,12.9634,77.6041,Evening demand slightly reduced due to foggy conditions
1006,2025-12-02,08:15:00,East,Indiranagar,127.5,118,Rainy,44,5.5,Bike,12.9719,77.6412,Morning travel demand increased due to rainy weather
1007,2025-12-02,14:30:00,West,Vijayanagar,36.0,28,Sunny,94,0.6,Metro,12.9719,77.529,Normal afternoon demand under sunny conditions
1008,2025-12-02,19:15:00,Central,Richmond Town,122.1,115,Sunny,42,5.3,Bus,12.9634,77.6041,Typical evening peak-hour commuter demand
1009,2025-12-03,08:15:00,North,Malleshwaram,101.4,90,Rainy,53,3.4,Bus,13.0035,77.5709,Morning travel demand increased due to rainy weather
1010,2025-12-03,14:30:00,South,HSR Layout,53.6,45,Cloudy,82,1.3,Car,12.9121,77.6446,Normal afternoon demand under cloudy conditions
1011,2025-12-03,19:15:00,East,Marathahalli,150.0,118,Rainy,23,10.1,Bike,12.9591,77.6974,Evening travel demand increased due to rainy weather
1012,2025-12-04,08:15:00,West,Vijayanagar,63.5,54,Foggy,82,1.4,Metro,12.9719,77.529,Morning demand slightly reduced due to foggy conditions
1013,2025-12-04,14:30:00,East,Whitefield,50.7,41,Foggy,89,0.8,Metro,12.9698,77.75,Afternoon demand slightly reduced due to foggy conditions
1014,2025-12-04,19:15:00,West,Vijayanagar,65.0,52,Sunny,82,1.5,Bike,12.9719,77.529,Typical evening peak-hour commuter demand
1015,2025-12-05,08:15:00,North,Hebbal,72.6,55,Sunny,70,1.6,Metro,13.0358,77.597,Typical morning peak-hour commuter demand
1016,2025-12-05,14:30:00,West,Vijayanagar,36.8,29,Sunny,97,0.7,Scooter,12.9719,77.529,Normal afternoon demand under sunny conditions
1017,2025-12-05,19:15:00,Central,MG Road,118.2,89,Windy,45,3.7,Car,12.9758,77.6045,Evening demand slightly reduced due to windy conditions
1018,2025-12-06,08:15:00,East,Whitefield,125.9,99,Rainy,33,6.9,Bike,12.9698,77.75,Morning travel demand increased due to rainy weather
1019,2025-12-06,14:30:00,North,Hebbal,44.5,36,Cloudy,94,0.9,Bus,13.0358,77.597,Normal afternoon demand under cloudy conditions
1020,2025-12-06,19:15:00,West,Rajajinagar,66.0,60,Sunny,81,1.3,Bus,12.9915,77.5525,Typical evening peak-hour commuter demand
1021,2025-12-07,08:15:00,Central,Shivajinagar,108.9,102,Sunny,53,3.7,Car,12.9857,77.6058,Typical morning peak-hour commuter demand
1022,2025-12-07,14:30:00,Central,Shivajinagar,71.2,61,Rainy,75,1.7,Car,12.9857,77.6058,Afternoon travel demand increased due to rainy weather
1023,2025-12-07,19:15:00,South,Jayanagar,95.7,89,Cloudy,65,2.8,Scooter,12.9308,77.5838,Typical evening peak-hour commuter demand
1024,2025-12-08,08:15:00,North,Malleshwaram,100.2,85,Rainy,61,3.1,Metro,13.0035,77.5709,Morning travel demand increased due to rainy weather
1025,2025-12-08,14:30:00,East,Indiranagar,62.6,55,Cloudy,84,1.2,Car,12.9719,77.6412,Normal afternoon demand under cloudy conditions
1026,2025-12-08,19:15:00,East,Whitefield,114.0,101,Sunny,37,5.4,Car,12.9698,77.75,Typical evening peak-hour commuter demand
1027,2025-12-09,08:15:00,South,Jayanagar,94.5,88,Sunny,57,2.8,Metro,12.9308,77.5838,Typical morning peak-hour commuter demand
1028,2025-12-09,14:30:00,East,Indiranagar,64.0,58,Sunny,79,1.3,Scooter,12.9719,77.6412,Normal afternoon demand under sunny conditions
1029,2025-12-09,19:15:00,South,HSR Layout,118.1,94,Rainy,40,5.9,Bike,12.9121,77.6446,Evening travel demand increased due to rainy weather
1030,2025-12-10,08:15:00,Central,Shivajinagar,123.7,97,Cloudy,39,5.6,Bike,12.9857,77.6058,Typical morning peak-hour commuter demand
1031,2025-12-10,14:30:00,Central,Richmond Town,59.2,52,Windy,80,1.4,Bus,12.9634,77.6041,Afternoon demand slightly reduced due to windy conditions
1032,2025-12-10,19:15:00,Central,Richmond Town,126.3,106,Windy,41,5.0,Metro,12.9634,77.6041,Evening demand slightly reduced due to windy conditions
1033,2025-12-11,08:15:00,Central,Shivajinagar,121.7,92,Cloudy,46,4.9,Bus,12.9857,77.6058,Typical morning peak-hour commuter demand
1034,2025-12-11,14:30:00,Central,Shivajinagar,59.0,54,Windy,78,1.1,Car,12.9857,77.6058,Afternoon demand slightly reduced due to windy conditions
1035,2025-12-11,19:15:00,Central,Richmond Town,143.3,117,Cloudy,24,9.7,Bike,12.9634,77.6041,Typical evening peak-hour commuter demand
1036,2025-12-12,08:15:00,Central,MG Road,114.0,88,Sunny,43,4.5,Metro,12.9758,77.6045,Typical morning peak-hour commuter demand
1037,2025-12-12,14:30:00,Central,Shivajinagar,59.5,54,Sunny,76,1.3,Bike,12.9857,77.6058,Normal afternoon demand under sunny conditions
1038,2025-12-12,19:15:00,North,Yelahanka,99.4,83,Rainy,60,2.4,Bus,13.1007,77.5963,Evening travel demand increased due to rainy weather
1039,2025-12-13,08:15:00,South,Jayanagar,98.7,87,Rainy,49,3.4,Bus,12.9308,77.5838,Morning travel demand increased due to rainy weather
1040,2025-12-13,14:30:00,West,Rajajinagar,34.4,30,Sunny,98,0.7,Metro,12.9915,77.5525,Normal afternoon demand under sunny conditions
1041,2025-12-13,19:15:00,South,HSR Layout,102.7,84,Sunny,49,3.4,Metro,12.9121,77.6446,Typical evening peak-hour commuter demand
1042,2025-12-14,08:15:00,East,Marathahalli,126.7,112,Rainy,38,5.6,Bus,12.9591,77.6974,Morning travel demand increased due to rainy weather
1043,2025-12-14,14:30:00,North,Yelahanka,37.4,30,Windy,94,0.7,Bus,13.1007,77.5963,Afternoon demand slightly reduced due to windy conditions
1044,2025-12-14,19:15:00,North,Malleshwaram,96.8,76,Cloudy,56,2.6,Metro,13.0035,77.5709,Typical evening peak-hour commuter demand
1045,2025-12-15,08:15:00,East,Whitefield,111.6,103,Cloudy,41,4.7,Car,12.9698,77.75,Typical morning peak-hour commuter demand
1046,2025-12-15,14:30:00,North,Hebbal,44.6,35,Cloudy,93,0.8,Bike,13.0358,77.597,Normal afternoon demand under cloudy conditions
1047,2025-12-15,19:15:00,North,Yelahanka,83.2,66,Sunny,72,2.3,Bus,13.1007,77.5963,Typical evening peak-hour commuter demand
1048,2025-12-16,08:15:00,South,HSR Layout,88.3,67,Foggy,61,2.5,Bike,12.9121,77.6446,Morning demand slightly reduced due to foggy conditions
1049,2025-12-16,14:30:00,North,Hebbal,48.6,41,Rainy,87,0.9,Car,13.0358,77.597,Afternoon travel demand increased due to rainy weather
1050,2025-12-16,19:15:00,West,Vijayanagar,69.0,53,Cloudy,73,1.9,Car,12.9719,77.529,Typical evening peak-hour commuter demand
1051,2025-12-17,08:15:00,North,Yelahanka,73.2,60,Foggy,71,1.5,Scooter,13.1007,77.5963,Morning demand slightly reduced due to foggy conditions
1052,2025-12-17,14:30:00,North,Yelahanka,40.2,38,Cloudy,90,0.7,Bus,13.1007,77.5963,Normal afternoon demand under cloudy conditions
1053,2025-12-17,19:15:00,South,Koramangala,99.1,79,Sunny,59,2.6,Bike,12.9352,77.6245,Typical evening peak-hour commuter demand
1054,2025-12-18,08:15:00,South,Koramangala,102.1,78,Sunny,57,3.1,Metro,12.9352,77.6245,Typical morning peak-hour commuter demand
1055,2025-12-18,14:30:00,East,Whitefield,58.1,50,Sunny,80,1.3,Metro,12.9698,77.75,Normal afternoon demand under sunny conditions
1056,2025-12-18,19:15:00,South,HSR Layout,97.6,83,Sunny,66,2.4,Bus,12.9121,77.6446,Typical evening peak-hour commuter demand
1057,2025-12-19,08:15:00,West,Nagarbhavi,64.7,54,Sunny,74,1.7,Car,12.9587,77.5041,Typical morning peak-hour commuter demand
1058,2025-12-19,14:30:00,Central,Shivajinagar,62.5,54,Cloudy,78,1.4,Scooter,12.9857,77.6058,Normal afternoon demand under cloudy conditions
1059,2025-12-19,19:15:00,West,Nagarbhavi,63.4,49,Sunny,73,1.2,Bus,12.9587,77.5041,Typical evening peak-hour commuter demand
1060,2025-12-20,08:15:00,Central,MG Road,109.9,94,Foggy,44,4.0,Metro,12.9758,77.6045,Morning demand slightly reduced due to foggy conditions
1061,2025-12-20,14:30:00,North,Hebbal,49.1,47,Rainy,89,1.0,Bus,13.0358,77.597,Afternoon travel demand increased due to rainy weather
1062,2025-12-20,19:15:00,West,Vijayanagar,83.1,75,Rainy,60,2.2,Bus,12.9719,77.529,Evening travel demand increased due to rainy weather
1063,2025-12-21,08:15:00,Central,Shivajinagar,129.2,117,Cloudy,38,5.8,Scooter,12.9857,77.6058,Typical morning peak-hour commuter demand
1064,2025-12-21,14:30:00,East,Whitefield,54.6,51,Sunny,87,1.2,Scooter,12.9698,77.75,Normal afternoon demand under sunny conditions
1065,2025-12-21,19:15:00,South,Koramangala,110.3,97,Cloudy,44,4.9,Metro,12.9352,77.6245,Typical evening peak-hour commuter demand
1066,2025-12-22,08:15:00,North,Yelahanka,74.1,66,Sunny,72,1.8,Bus,13.1007,77.5963,Typical morning peak-hour commuter demand
1067,2025-12-22,14:30:00,West,Nagarbhavi,39.4,35,Rainy,93,0.8,Bus,12.9587,77.5041,Afternoon travel demand increased due to rainy weather
1068,2025-12-22,19:15:00,East,Marathahalli,108.9,95,Foggy,44,4.2,Scooter,12.9591,77.6974,Evening demand slightly reduced due to foggy conditions
1069,2025-12-23,08:15:00,West,Nagarbhavi,67.4,55,Sunny,81,1.5,Metro,12.9587,77.5041,Typical morning peak-hour commuter demand
1070,2025-12-23,14:30:00,South,Jayanagar,46.8,40,Sunny,93,0.9,Metro,12.9308,77.5838,Normal afternoon demand under sunny conditions
1071,2025-12-23,19:15:00,North,Malleshwaram,85.0,80,Sunny,64,1.9,Car,13.0035,77.5709,Typical evening peak-hour commuter demand
1072,2025-12-24,08:15:00,North,Malleshwaram,87.2,78,Sunny,55,3.1,Scooter,13.0035,77.5709,Typical morning peak-hour commuter demand
1073,2025-12-24,14:30:00,East,Marathahalli,63.5,55,Sunny,84,1.1,Bike,12.9591,77.6974,Normal afternoon demand under sunny conditions
1074,2025-12-24,19:15:00,North,Malleshwaram,85.1,79,Sunny,64,2.5,Car,13.0035,77.5709,Typical evening peak-hour commuter demand
1075,2025-12-25,08:15:00,West,Rajajinagar,71.6,64,Sunny,70,2.0,Bus,12.9915,77.5525,Typical morning peak-hour commuter demand
1076,2025-12-25,14:30:00,North,Malleshwaram,48.7,41,Cloudy,85,0.8,Bike,13.0035,77.5709,Normal afternoon demand under cloudy conditions
1077,2025-12-25,19:15:00,South,Jayanagar,101.3,76,Sunny,50,3.1,Car,12.9308,77.5838,Typical evening peak-hour commuter demand
1078,2025-12-26,08:15:00,South,HSR Layout,89.1,67,Sunny,61,2.9,Car,12.9121,77.6446,Typical morning peak-hour commuter demand
1079,2025-12-26,14:30:00,West,Vijayanagar,33.7,29,Cloudy,97,0.5,Bus,12.9719,77.529,Normal afternoon demand under cloudy conditions
1080,2025-12-26,19:15:00,East,Marathahalli,110.4,88,Windy,55,3.0,Bike,12.9591,77.6974,Evening demand slightly reduced due to windy conditions
1081,2025-12-27,08:15:00,South,HSR Layout,100.1,93,Sunny,46,3.9,Scooter,12.9121,77.6446,Typical morning peak-hour commuter demand
1082,2025-12-27,14:30:00,North,Hebbal,39.0,37,Sunny,91,0.7,Scooter,13.0358,77.597,Normal afternoon demand under sunny conditions
1083,2025-12-27,19:15:00,South,Koramangala,109.9,87,Sunny,51,3.6,Bike,12.9352,77.6245,Typical evening peak-hour commuter demand
1084,2025-12-28,08:15:00,South,HSR Layout,101.9,79,Sunny,52,3.2,Bike,12.9121,77.6446,Typical morning peak-hour commuter demand
1085,2025-12-28,14:30:00,West,Rajajinagar,33.0,27,Sunny,97,0.6,Car,12.9915,77.5525,Normal afternoon demand under sunny conditions
1086,2025-12-28,19:15:00,Central,MG Road,141.1,125,Cloudy,36,6.2,Metro,12.9758,77.6045,Typical evening peak-hour commuter demand
1087,2025-12-29,08:15:00,East,Indiranagar,116.3,110,Cloudy,53,4.3,Bus,12.9719,77.6412,Typical morning peak-hour commuter demand
1088,2025-12-29,14:30:00,North,Malleshwaram,43.5,34,Windy,91,0.9,Bus,13.0035,77.5709,Afternoon demand slightly reduced due to windy conditions
1089,2025-12-29,19:15:00,East,Indiranagar,119.5,101,Sunny,41,5.5,Bus,12.9719,77.6412,Typical evening peak-hour commuter demand
1090,2025-12-30,08:15:00,East,Whitefield,120.4,102,Rainy,46,4.0,Bike,12.9698,77.75,Morning travel demand increased due to rainy weather
1091,2025-12-30,14:30:00,West,Vijayanagar,34.8,27,Sunny,99,0.5,Bus,12.9719,77.529,Normal afternoon demand under sunny conditions
1092,2025-12-30,19:15:00,East,Marathahalli,129.3,101,Cloudy,24,9.4,Bus,12.9591,77.6974,Typical evening peak-hour commuter demand
1093,2025-12-31,08:15:00,Central,MG Road,123.8,102,Windy,35,5.4,Bus,12.9758,77.6045,Morning demand slightly reduced due to windy conditions
1094,2025-12-31,14:30:00,South,HSR Layout,46.5,44,Sunny,86,0.9,Car,12.9121,77.6446,Normal afternoon demand under sunny conditions
1095,2025-12-31,19:15:00,West,Rajajinagar,79.8,65,Cloudy,69,2.1,Bike,12.9915,77.5525,Typical evening peak-hour commuter demand
